Training Errors of all models:

ALS_BaselineOnly & 0.990340565451 \
SGD_BaselineOnly 0.991099503777\
ALS_pearson_baseline_user_based& 0.663277152424\
ALS_pearson_baseline_item_based& 0.663277152424\
pearson_baseline_user_based& 0.725731311496\
pearson_baseline_item_based& 0.595137117474\
cosine_user_based& 1.10634705909\
cosine_item_based& 0.728204115436\
pearson_user_based& 0.850892774865\
msd_user_based& 0.923240184314\
msd_item_based& 0.650447990541\
